Product_ID,Product Name,Category,Shelf Number,Quantity Available,Reorder_Level,Supplier_Name,Purchase_Price,Selling_Price,Last_Stock_Update,Order_Status,Total Sales Volume,Total Revenue,Profit per Unit,Profit Margin (%),Stock Turnover Rate,Storage Space (cubic ft),Warehouse Section,Profit_Margin (%)
1102.0,Bar Stool,Furniture,H5,55.0,2.0,Home Essentials,339.36,654.53,4/12/2025,Out of Stock,462.0,302392.86,315.17,40.0,8.4,34.0,C,48.15
1103.0,Ergonomic Keyboard,Electronics,C4,67.0,5.0,TechCorp,548.36,900.07,4/13/2025,Out of Stock,80.0,72005.6,351.71,40.0,1.194029851,11.0,D,39.08
1104.0,Wall Hooks,Lighting,Y4,56.0,7.0,Storage Solutions,192.66,258.61,4/14/2025,Reorder Needed,215.0,55601.15,65.95,40.0,3.839285714,28.0,A,25.5
1105.0,Cushion Set,Lighting,L9,42.0,3.0,Storage Solutions,703.32,928.49,4/15/2025,Out of Stock,318.0,295259.82,225.17,40.0,7.571428571,5.0,A,24.25
1106.0,Shoe Rack,Storage,Q8,92.0,11.0,Home Essentials,53.73,79.06,4/16/2025,Low Stock,481.0,38027.86,25.33,40.0,5.22826087,20.0,D,32.04
1107.0,VR Headset,Electronics,U6,83.0,6.0,Home Essentials,515.68,935.75,4/17/2025,Available,406.0,379914.5,420.07,40.0,4.891566265,41.0,D,44.89
1108.0,Toaster,Appliances,P3,34.0,12.0,Light Co.,290.54,364.59,4/18/2025,Available,487.0,177555.33,74.05,40.0,14.32352941,11.0,A,20.31
1109.0,Duvet Cover,Other,D7,55.0,11.0,IKEA Supplies,83.6,119.39,4/19/2025,Out of Stock,157.0,18744.23,35.79,40.0,2.854545455,21.0,B,29.98
1110.0,Side Table,Furniture,V3,85.0,2.0,Home Essentials,396.03,496.15,4/20/2025,Available,448.0,222275.2,100.12,40.0,5.270588235,46.0,D,20.18
1111.0,Monitor Stand,Electronics,J7,9.0,7.0,Home Essentials,209.06,271.64,4/21/2025,Reorder Needed,272.0,73886.08,62.58,40.0,30.22222222,28.0,C,23.04
1112.0,Blender,Appliances,M8,33.0,7.0,TechCorp,224.6,299.18,4/22/2025,Reorder Needed,338.0,101122.84,74.58,40.0,10.24242424,45.0,D,24.93
1113.0,Footstool,Furniture,V9,8.0,14.0,Storage Solutions,184.0,321.14,4/23/2025,Available,370.0,118821.8,137.14,40.0,46.25,27.0,B,42.7
1114.0,Water Purifier,Appliances,C8,14.0,5.0,IKEA Supplies,546.87,806.97,4/24/2025,Reorder Needed,237.0,191251.89,260.1,40.0,16.92857143,10.0,B,32.23
1115.0,Glassware Set,Lighting,T3,60.0,14.0,TechCorp,448.04,548.38,4/25/2025,Available,481.0,263770.78,100.34,40.0,8.016666667,5.0,D,18.3
1116.0,Glassware Set,Lighting,N1,21.0,9.0,Light Co.,177.52,325.08,4/26/2025,Available,278.0,90372.24,147.56,40.0,13.23809524,26.0,D,45.39
1117.0,Air Conditioner,Electronics,W2,78.0,5.0,Light Co.,311.85,618.13,4/27/2025,Available,463.0,286194.19,306.28,40.0,5.935897436,36.0,A,49.55
1118.0,Ergonomic Keyboard,Electronics,P9,21.0,9.0,Home Essentials,477.74,721.83,4/28/2025,Out of Stock,150.0,108274.5,244.09,40.0,7.142857143,28.0,D,33.82
1119.0,Sofa Bed,Furniture,J9,88.0,14.0,Home Essentials,201.49,287.17,4/29/2025,Available,211.0,60592.87,85.68,40.0,2.397727273,47.0,B,29.84
1120.0,Bluetooth Earbuds,Electronics,L5,92.0,9.0,Light Co.,234.69,425.28,4/30/2025,Out of Stock,109.0,46355.52,190.59,40.0,1.184782609,14.0,B,44.82
1121.0,Storage Cabinet,Storage,V9,73.0,6.0,Home Essentials,71.92,139.45,5/1/2025,Available,307.0,42811.15,67.53,40.0,4.205479452,11.0,D,48.43
1122.0,Water Purifier,Appliances,D9,38.0,14.0,IKEA Supplies,168.26,197.53,5/2/2025,Available,279.0,55110.87,29.27,40.0,7.342105263,32.0,A,14.82
1123.0,Wall Shelf,Furniture,X9,10.0,5.0,Home Essentials,454.98,687.5,5/3/2025,Available,280.0,192500.0,232.52,40.0,28.0,15.0,D,33.82
1124.0,Smart TV,Electronics,O2,57.0,13.0,Storage Solutions,148.85,197.81,5/4/2025,Reorder Needed,474.0,93761.94,48.96,40.0,8.315789474,27.0,C,24.75
1125.0,USB Hub,Electronics,P9,70.0,14.0,Home Essentials,408.58,534.66,5/5/2025,Out of Stock,422.0,225626.52,126.08,40.0,6.028571429,8.0,D,23.58
1126.0,Leather Sofa,Furniture,Q6,81.0,3.0,TechCorp,523.97,714.87,5/6/2025,Out of Stock,54.0,38602.98,190.9,40.0,0.666666667,47.0,A,26.7
1127.0,Rice Cooker,Appliances,R5,47.0,12.0,IKEA Supplies,78.43,124.74,5/7/2025,Available,358.0,44656.92,46.31,40.0,7.617021277,36.0,C,37.13
1128.0,Sofa Bed,Furniture,W6,79.0,4.0,TechCorp,443.98,575.97,5/8/2025,Available,97.0,55869.09,131.99,40.0,1.227848101,49.0,D,22.92
1129.0,Bed Frame,Furniture,D3,27.0,4.0,TechCorp,203.81,271.43,5/9/2025,Reorder Needed,146.0,39628.78,67.62,40.0,5.407407407,41.0,A,24.91
1130.0,USB Hub,Electronics,P5,59.0,5.0,Storage Solutions,762.53,963.67,5/10/2025,Reorder Needed,113.0,108894.71,201.14,40.0,1.915254237,14.0,B,20.87
1131.0,Sofa Bed,Furniture,T9,84.0,5.0,IKEA Supplies,283.58,493.87,5/11/2025,Reorder Needed,327.0,161495.49,210.29,40.0,3.892857143,46.0,B,42.58
1132.0,Smartwatch,Electronics,M6,99.0,11.0,IKEA Supplies,486.42,809.87,5/12/2025,Out of Stock,299.0,242151.13,323.45,40.0,3.02020202,6.0,B,39.94
1133.0,Bluetooth Earbuds,Electronics,X7,79.0,12.0,IKEA Supplies,304.95,559.22,5/13/2025,Out of Stock,237.0,132535.14,254.27,40.0,3.0,31.0,B,45.47
1134.0,Floor Mat,Lighting,D9,20.0,12.0,IKEA Supplies,40.3,62.54,5/14/2025,Out of Stock,470.0,29393.8,22.24,40.0,23.5,23.0,C,35.56
1135.0,Wardrobe,Furniture,V1,12.0,6.0,IKEA Supplies,369.98,640.49,5/15/2025,Available,138.0,88387.62,270.51,40.0,11.5,11.0,D,42.23
1136.0,Laptop Stand,Electronics,V7,8.0,5.0,Storage Solutions,692.82,952.38,5/16/2025,Out of Stock,376.0,358094.88,259.56,40.0,47.0,15.0,D,27.25
1137.0,Desk Organizer,Storage,G2,8.0,12.0,Home Essentials,501.28,609.58,5/17/2025,Low Stock,350.0,213353.0,108.3,40.0,43.75,30.0,B,17.77
1138.0,Wall Clock,Lighting,G2,60.0,11.0,TechCorp,476.51,822.81,5/18/2025,Low Stock,198.0,162916.38,346.3,40.0,3.3,37.0,B,42.09
1139.0,Rocking Chair,Furniture,W8,29.0,9.0,IKEA Supplies,453.49,886.52,5/19/2025,Reorder Needed,361.0,320033.72,433.03,40.0,12.44827586,31.0,D,48.85
1140.0,LED Lamp,Lighting,W0,71.0,7.0,Home Essentials,183.59,243.52,5/20/2025,Out of Stock,210.0,51139.2,59.93,40.0,2.957746479,11.0,C,24.61
1141.0,Gaming Console,Electronics,H7,71.0,7.0,Home Essentials,129.37,227.8,5/21/2025,Low Stock,347.0,79046.6,98.43,40.0,4.887323944,19.0,C,43.21
1142.0,USB Hub,Electronics,M4,31.0,9.0,TechCorp,551.08,618.76,5/22/2025,Reorder Needed,110.0,68063.6,67.68,40.0,3.548387097,45.0,B,10.94
1143.0,Bread Maker,Appliances,L7,97.0,8.0,Storage Solutions,372.93,422.81,5/23/2025,Out of Stock,215.0,90904.15,49.88,40.0,2.216494845,27.0,D,11.8
1144.0,Chandelier,Lighting,Q2,36.0,11.0,Light Co.,692.98,843.06,5/24/2025,Available,326.0,274837.56,150.08,40.0,9.055555556,18.0,C,17.8
1145.0,Blender,Appliances,R3,54.0,12.0,Light Co.,467.99,902.02,5/25/2025,Low Stock,392.0,353591.84,434.03,40.0,7.259259259,29.0,B,48.12
1146.0,Wireless Speaker,Electronics,Y4,65.0,13.0,Home Essentials,295.84,366.35,5/26/2025,Available,485.0,177679.75,70.51,40.0,7.461538462,12.0,A,19.25
1147.0,Hanging Light,Lighting,L1,55.0,11.0,TechCorp,211.51,252.13,5/27/2025,Out of Stock,122.0,30759.86,40.62,40.0,2.218181818,25.0,B,16.11
1148.0,Mattress,Other,Q4,23.0,14.0,Light Co.,398.27,784.92,5/28/2025,Low Stock,357.0,280216.44,386.65,40.0,15.52173913,42.0,C,49.26
1149.0,Dish Rack,Other,S2,25.0,9.0,Home Essentials,167.64,289.31,5/29/2025,Out of Stock,421.0,121799.51,121.67,40.0,16.84,33.0,C,42.06
1150.0,Laptop Stand,Electronics,H1,9.0,3.0,Storage Solutions,661.07,826.16,5/30/2025,Available,481.0,397382.96,165.09,40.0,53.44444444,37.0,D,19.98
1151.0,Monitor Stand,Electronics,I4,86.0,10.0,Light Co.,271.55,435.26,5/31/2025,Low Stock,485.0,211101.1,163.71,40.0,5.639534884,7.0,A,37.61
1152.0,Standing Fan,Lighting,G4,96.0,2.0,Home Essentials,606.35,674.2,6/1/2025,Available,477.0,321593.4,67.85,40.0,4.96875,14.0,C,10.06
1153.0,Standing Mirror,Lighting,L9,46.0,9.0,Home Essentials,60.41,113.62,6/2/2025,Out of Stock,476.0,54083.12,53.21,40.0,10.34782609,12.0,D,46.83
1154.0,Bar Stool,Furniture,D3,65.0,13.0,IKEA Supplies,429.45,631.38,6/3/2025,Out of Stock,145.0,91550.1,201.93,40.0,2.230769231,13.0,D,31.98
